,n01-OSNs,n02-PGC-1,n03-GC-1,n04-Immature,n05-PGC-2,n06-Transition,n07-GC-2,n08-PGC-3,n09-GC-3,n10-GC-4,n11-GC-5,n12-GC-6,n13-AstrocyteLike,n14-GC-7,n15-M/TC-1,n16-M/TC-2,n17-M/TC-3,n18-EPL-IN
10850_11450,0.7940231949090958,0.09317729994654655,0.12453032024204731,0.0036681476049125195,0.23556946590542793,0.9585838168859482,0.01931815128773451,0.10536088719964028,0.05437850207090378,0.05961000956594944,0.008806403120979666,0.06485068015754222,0.036022233031690123,0.023646642733365298,0.549151000380516,0.12742317616939544,0.33837576806545255,0.050279106199741366
10850_11550,0.114993492141366,0.0062586206942796705,0.008464627061039209,0.022832286171615125,0.002870029164478183,0.0829384908080101,0.019722853414714338,0.012569307908415796,0.011494155274704099,0.002108474832493812,0.02877217819914222,0.1668505422770977,0.026630473136901856,0.0704860094934702,0.015936657693237065,0.002184977533761412,0.0018851554777938873,0.008373642759397625
10850_7150,1.899263173341751,0.037411455623805524,0.02303895466029644,0.03052678657695651,0.03282125256955624,0.3743918314576149,0.7344192296266556,0.08425385169684887,0.27728142142295836,0.16351963058114052,0.05750350784510374,0.011420769477263093,0.09425482712686062,0.1490448035299778,0.27913402765989304,0.19089155718684198,0.01885455995798111,0.1468674920499325
10850_7250,1.018099421262741,0.13213809505105018,0.13220854103565216,0.14354849830269814,0.11508561633527278,1.0530826687812804,0.02046449026092887,0.11939312480390071,0.15995254442095758,0.03753494322299957,0.006138311442919076,0.01306214351207018,0.147970312833786,0.30029710233211515,0.34886663109064103,0.15254408344626427,0.32603284865617754,0.16667079254984857
10850_7350,0.8923065662384033,0.07263510301709175,0.5456366568803788,0.032960628345608714,0.09658790230751038,0.980955645442009,0.0580847704783082,0.11849022731184959,0.16496482118964195,0.011090942332521081,0.01482700789347291,0.011944244848564267,0.3023825496435165,0.6117290675640106,0.43098004162311554,0.21481315940618514,0.24531188160181044,0.10791989937424659
10850_7450,0.4385097771883011,0.3470821052789688,0.05535136833786965,0.013398839067667723,0.18325356766581535,1.1635586738586425,0.10788275822997093,0.23191588073968888,0.15244022831320764,0.03761120066046715,0.0061296002008020874,0.05515032634139061,0.11680624037981034,0.062477022781968115,0.579374149441719,0.21848914101719857,0.35527920424938203,0.35255920737981794
10850_7550,0.4674661710858345,0.2510994583368301,0.4234390273690224,0.02197567317634821,0.020234213769435884,1.0022438943386078,0.2476576693356037,0.15137215554714203,0.18427119851112367,0.05953702162951231,0.022253489587455988,0.006107046757824719,0.10746469385921956,0.21697012186050416,0.6335458666086197,0.30190078914165497,0.05022615659981966,0.3218607932329178
10850_7650,0.737148106098175,0.6029038995504379,0.10655651204288005,0.01656583193689585,0.2530201956629753,0.7546731472015381,0.17119357138872146,0.10754072852432728,0.41574654877185824,0.0634293131530285,0.02516409819945693,0.14230531975626945,0.2023428723216057,0.16243601441383362,0.6366114914417267,0.34632073640823363,0.3726808503270149,0.3497615411877632
10850_7750,0.28189482986927034,0.5730354458093643,0.0886344451457262,0.04460885934531689,0.43476236909627913,0.9386482417583466,0.2652024060487747,0.11836912967264653,0.6320364087820053,0.36266757249832154,0.9280208617448806,0.37533406913280487,0.08920804299414158,0.17261701971292495,1.2039539337158203,0.5486888349056244,3.305800974369049,0.1340968631207943
10850_7850,0.232719261944294,0.9496345400810242,0.1515800528228283,0.0219459162093699,0.5262919843196869,0.7465263098478317,0.06448623202741147,0.4286798655986786,0.2833411082625389,0.29722919017076493,0.6648452818393707,1.0742518723011016,0.07847360521554947,0.06069946326315403,1.419061040878296,1.0947643399238587,6.118028545379639,0.16997999623417856
10850_7950,0.07174703180789947,0.7790066987276077,0.18407590836286544,0.13741616755723954,0.7118521749973297,0.7554568946361542,0.034870732389390466,0.16679353192448615,0.3993303209543228,0.2420785218477249,0.2225092090666294,0.4168418750166893,0.041145320236682895,0.017287717293947936,1.417701506614685,0.7003630578517914,3.8922787070274354,0.08347620442509651
10850_8050,0.17524043768644332,0.981786584854126,0.4650863572955132,0.012416815012693405,1.142842662334442,0.40240312963724134,0.018755620252341034,0.35841411650180816,0.35450502187013627,0.1800416335463524,0.21534911617636682,0.48543537110090257,0.057872492261230944,0.025641077663749456,1.3452028691768647,0.8045436978340149,5.649343633651734,0.16378049179911613
10850_8150,0.6611351490020752,1.1097801208496094,0.35932589769363404,0.11897958852350712,0.6059973686933517,1.4410609424114227,0.08768866136670113,0.40722237825393676,0.346363565325737,0.10290030650794506,0.09481167681515217,0.18116220384836196,0.12731890752911568,0.10904794931411743,0.9123290538787842,0.5350419729948044,1.6029830515384673,0.3492198586463928
10850_8250,0.7730835944414138,0.9434147357940674,0.2677421882748604,0.028580394200980665,0.5337259143590927,1.0385172486305236,0.060647495649755,0.47975908070802686,0.1431300535798073,0.2043098695576191,0.009015666320919992,0.19201106503605841,0.05274539310485125,0.03641903456300497,0.6933045238256454,0.4317858204245567,0.978862851858139,0.3672447338700294
10850_8350,0.15028722509741782,1.008360117673874,0.5351135492324829,0.0035304455785080792,1.2529730796813965,0.8791591554880143,0.14086675122380257,0.4386708676815033,0.06467128582298756,0.135325139015913,0.03809634614735842,0.11151178106665612,0.05517515912652016,0.05163604654371739,0.7696882218122483,0.5870679289102554,0.8636115998029709,0.8090094566345215
10850_8450,0.6168698191642761,0.3601831316947937,0.3849865734577179,0.008228289475664497,0.20657238289713858,0.9921142369508743,0.0826665148139,0.14276165813207625,0.16524564549326898,0.018586710654199125,0.0008579906279919669,0.0008693515992490575,0.10595718882977963,0.08271594569087029,0.5534750491380691,0.10396853052079677,0.10413538627326488,0.41884300112724304
10850_8550,0.6855872482061386,0.1485206238925457,0.20188194811344146,0.08505637533962726,0.08156038895249366,0.7111710667610168,0.009382456494495274,0.05379911046475172,0.11308950409293175,0.0019980408484116196,0.0002672575181350112,0.0005168228904949501,0.7221446543931961,0.10805567279458046,0.4653164505958557,0.0709385920315981,0.11309574358165264,0.27775371074676514
10850_8650,0.7970799416303634,0.009401987679302693,0.22753190249204636,0.021770736388862132,0.00477746450342238,0.9623864561319351,0.01960518369451165,0.044921592250466345,0.09380392916500568,0.003427004616241902,0.00041126201977021993,0.00020178396516712382,0.41507380157709123,0.0099446265026927,0.3818929925560951,0.0485778821632266,0.1005345530807972,0.13877574801445008
10850_8750,1.1787240862846375,0.06415420435369015,0.08309720531105995,0.02359906155616045,0.10981376320123673,0.7994827002286911,0.004421502305194736,0.021990292612463234,0.07829318940639496,0.03663526959717274,0.0009861537779215722,0.0006333904369967058,0.053781515546143056,0.005364948324859143,0.44056525379419326,0.0556744335219264,0.03864560723304748,0.07740255892276764
10850_8850,1.2047207951545715,0.004768028948456049,0.028848305717110636,0.06348209455609322,0.032844310812652114,0.6417912602424621,0.007191232568584382,0.06561880260705948,0.0759154062718153,0.0013517701299861073,0.00028092566790292043,0.00032326731743523854,0.6239954441785812,0.038996648229658606,0.38544308841228486,0.07177439033985138,0.004392232745885849,0.09882068820297718
10850_8950,1.6121866941452025,0.025002601370215417,0.050507651269435884,0.02068304568529129,0.14383684545755387,0.3550426572561264,0.15072910711169243,0.08939710073173046,0.09939911477267742,0.004368079244159162,0.00102576645440422,0.002144607703667134,0.05261253770440817,0.09590580426156521,0.38836909681558607,0.04696710631251335,0.07040677629411221,0.05945615693926811
10850_9050,1.6925978124141694,0.27489279508590697,0.1398792199790478,0.027458016760647297,0.013859253842383623,0.9869371563196182,0.018864635936915876,0.029637521505355834,0.100481516122818,0.04402880910784006,0.008347538998350501,0.0037934768479317427,0.08396465107798576,0.01157926586456597,0.3390359699726105,0.03898702580481768,0.13406068757176398,0.08411503210663795
10850_9150,1.191642951965332,0.06546291522681713,0.032459602877497676,0.0911187119781971,0.041624635271728036,0.6483631163835526,0.04732580743730068,0.08368133045732976,0.2085368737578392,0.005347555316984653,0.0027999948826618495,0.0010113630327396096,0.11439780071377754,0.07529146559536457,0.37617384642362595,0.11965556219220161,0.09026208184659482,0.11831773109734059
10850_9250,1.7336961090564729,0.18785499781370163,0.08538534976541996,0.001851977762999013,0.018030521366745232,0.7760807633399963,0.017050725314766167,0.0070260219974443315,0.04428321290761232,0.00935510448180139,0.001591476908652112,0.002602256915997714,0.140271707624197,0.027435519639402627,0.433742755651474,0.0038982886471785605,0.17385292425751686,0.11392773687839508
10850_9350,1.304707896709442,0.010561719303950667,0.03791332617402077,0.05861702375113964,0.04432422090321779,0.5532993644475936,0.013167497841641307,0.023566165193915366,0.24231820553541183,0.021804501581937075,0.0012114478333387524,0.05592183414846659,0.1371576651930809,0.015269496571272613,0.37336784452199934,0.06697062440216542,0.08267637379467488,0.13473100438714028
10850_9450,1.0287024080753326,0.020431002508848904,0.29668871611356734,0.016068609058856965,0.005525430478155613,0.8281983703374862,0.015386706218123436,0.02718755891546607,0.226535564661026,0.03617733884602785,0.0001222449467604747,0.0002551104626036249,0.06566596180200576,0.03697808701545,0.2757412225008011,0.06308241076767444,0.12418236471712589,0.14039523303508758
10850_9550,0.6901155889034272,0.14893639758229255,0.16616967171430588,0.021943234279751776,0.07150716297328472,0.600481578707695,0.005295170866884291,0.08696254566311837,0.04113092180341482,0.0037121960427612065,0.00034340099809924144,0.0002779100745101459,0.5873842835426331,0.009280431782826781,0.43856326639652254,0.13249096050858497,0.021833499334752562,0.17064564898610116
10850_9650,0.9311598777770996,0.3413449481129646,0.335922047495842,0.02650902634486556,0.35025633722543714,1.021399623155594,0.025658302381634714,0.22713036835193634,0.09089677967131138,0.011687129084020854,0.012297439016401767,0.005239960993640125,0.12705266252160072,0.02862437618896365,0.5331314444541931,0.0852143332362175,0.21067539155483245,0.2085603468120098
10850_9750,0.9942862451076507,0.5635891318321228,0.3959223419427872,0.018774237111210824,0.573968106508255,1.2270635306835174,0.033330239914357664,0.16847808361053468,0.06357219591736793,0.006356470193713904,0.0008946324000135065,0.005513776047155261,0.16060706228017807,0.12403952218592167,0.5756272375583649,0.25991306751966475,0.5612128376960754,0.257737298309803
10850_9850,0.3000869393348694,0.6886417895555497,0.1669172301888466,0.0018880995106883348,0.5920409172773361,1.1738195657730102,0.055926802940666674,0.25862613171339033,0.2282623194158077,0.025357115268707275,0.0031109250150620936,0.01300260997377336,0.04065177906304598,0.01793277394026518,0.7184131652116775,0.23755335584282875,0.9646443277597427,0.30275412648916245
10850_9950,1.0779763877391815,0.48071512281894685,0.2913230836391449,0.008027537679299713,0.20219833329319953,1.3795206069946289,0.2769545689225197,0.26554045230150225,0.14925097599625586,0.07306294403970241,0.019150767102837564,0.03366071544587612,0.35137755870819093,0.21042484864592553,0.7655607908964157,0.37573322057724,0.9983495533466339,0.40854412615299224
10950_10050,0.1784881256520748,0.2832879364490509,0.13653327152132988,0.12856435552239417,0.4614796698093414,0.8067844033241272,0.13899783790111542,0.10094834268093109,0.45447598546743395,0.29094358384609226,0.5209454029798508,0.6947162359952926,0.11450479030609131,0.3200154960155487,1.5314269959926605,0.36203274577856065,4.063557052612305,0.4008655548095703
10950_10150,0.2298541769385338,0.494490846991539,0.10295586176216602,0.09988109543919563,0.6058542519807816,0.6029614597558975,0.7518212378025055,0.19600917398929596,0.5937606751918793,0.12399963997304439,1.572343462705612,0.8177142173051835,0.11764329224824906,0.6545978039503098,1.2920682847499847,0.15144596323370935,4.284714674949646,0.35662509351968763
10950_10250,0.1284755565226078,1.4280494511127473,0.24892354086041452,0.06493552625179291,2.474823260307312,0.23542638942599298,0.050388687290251255,0.7632813423871994,0.22249046713113785,1.7431724786758422,3.294282782077789,4.660083842277527,0.05264191832393408,0.08393697924911976,3.0469966888427735,0.2669784784317017,33.78611240386963,0.1685233660042286
10950_10350,0.15547140091657638,0.6148118913173676,0.10119906403124333,0.13342659845948218,1.3031660676002503,0.19057229533791542,0.8858560621738434,0.5426151365041733,0.7960482031106949,1.2203537344932556,5.822706985473633,5.638641953468323,0.11801077388226985,1.5795043051242827,2.1066128849983214,0.060865169204771516,20.099822425842284,0.5126261293888092
10950_10450,0.36832248568534853,0.21058524176478385,0.0993916004896164,0.28253718465566635,0.30604220926761627,0.4341020867228508,2.2619057416915895,0.08926557824015617,1.1654797613620758,0.3062163174152374,6.281804347038269,2.3961848855018615,0.4860254928469658,5.078720355033875,1.5003186762332916,0.08644023090600968,1.6549681901931763,1.1648203313350678
10950_10550,0.1892598897218704,0.0441672233864665,0.03371858298778534,0.5050182685256005,0.04412586819380522,0.24719659090042115,5.947110223770141,0.09147296361625194,3.085014450550079,0.4875028610229492,10.369942760467529,4.59951810836792,0.3494315579533577,8.752839422225952,1.1093310356140136,0.07542819045484066,0.6252705663442611,1.923063153028488
10950_10650,0.1573442205786705,0.05969623625278473,0.08689668215811253,0.2597480326890945,0.07871276661753654,0.3211501568555832,3.376974880695343,0.043071143142879006,1.767276108264923,0.41666517555713656,7.571151757240296,1.8866969227790833,0.4242741122841835,7.026326870918274,1.244151270389557,0.014206872973591089,0.19630319774150848,1.5992758631706239
10950_10750,0.3564949885010719,0.0601772278547287,0.03139363396912813,0.34609828889369965,0.15206105411052703,0.24502877593040467,3.89682195186615,0.1290336072444916,1.6721650660037994,0.29958359003067014,6.657543420791626,2.0727541923522947,0.2558178663253784,6.570018696784973,1.048196792602539,0.024828999396413566,1.3850057423114777,0.8810410678386689
10950_10850,0.28548608869314196,0.2760045364499092,0.19416137114167215,0.13108620196580886,0.6083954125642776,0.730123981833458,2.0404416918754578,0.3129208907485008,0.9999812215566635,0.3442449256777763,4.141232657432556,1.7463333547115325,0.1862596645951271,2.0917548179626464,1.9200069785118103,0.0973452351987362,6.340219664573669,0.589050966501236
10950_10950,0.08204275704920291,0.40566932260990146,0.14270039275288582,0.06084755156189203,1.150853008031845,0.289886474609375,0.26828922629356383,0.26644020825624465,0.44262938648462297,0.6296797603368759,3.1095006704330443,2.813306176662445,0.0455384848639369,0.3017342284321785,2.2708277106285095,0.2085283011198044,15.64286241531372,0.4265270471572876
10950_11050,0.06570734716951847,0.16043442264199256,0.09905743226408958,0.008227917365729809,0.22100030705332757,0.8075130015611649,0.7714060366153717,0.18747366964817047,0.29060394167900083,0.19929191172122956,0.4374700844287872,1.005626630783081,0.047083215415477754,0.17035143151879312,1.3047979354858399,0.1670650489628315,3.477111029624939,0.27796967178583143
10950_11150,0.05709813628345728,0.1866244539618492,0.07821987122297287,0.021778121870011092,0.4101704344153404,0.8863221436738968,0.09114359468221665,0.11773949936032295,0.3789051458239555,0.05879140980541706,0.3058378428220749,0.46130193769931793,0.052887614257633685,0.05862202662974596,1.1632699966430664,0.299118147790432,2.8082345604896544,0.22794524654746057
10950_11250,0.06415026485919953,0.7966975778341293,0.3503815531730652,0.009436039719730616,0.8616047650575638,0.5100061118602752,0.015359262749552727,0.3697995409369469,0.5333573043346405,0.23518674224615096,0.15231928899884223,0.43741625249385835,0.042696131952106954,0.009417718229815365,1.488954919576645,0.6502086251974106,4.696253180503845,0.1415433831512928
10950_11350,0.2307656526565552,0.5565626233816147,0.751929160952568,0.010604983335360885,0.9452191233634949,0.7937026798725129,0.04926202148199082,0.12624659091234208,0.23075710460543633,0.025735222455114126,0.027251279912889004,0.1518875889480114,0.04534575343132019,0.031381982006132604,0.7569081336259842,0.3167802274227142,1.0644373416900634,0.7070374071598053
10950_11450,0.6871228635311126,0.0923584096133709,0.37752804458141326,0.037097982876002786,0.151602753251791,0.8930870324373246,0.04304704181849957,0.08436458855867386,0.039969756826758386,0.01385243870317936,0.0010959382343571633,0.0007432126963976771,0.25392845273017883,0.22311842441558838,0.6361579865217208,0.10881109274923802,0.04600750785320997,0.20605761855840682
10950_11550,0.9172646105289459,0.2615520507097244,0.12125072106719018,0.010112383030354976,0.34321302771568296,0.6634707689285279,0.07895380891859531,0.07642732039093972,0.07377518340945244,0.002742183126974851,0.0036684247199445966,0.013909242767840625,0.11303030364215375,0.03247912414371967,0.4548557445406914,0.0207883027382195,0.2574331134557724,0.06442595161497593
10950_7050,0.4123965635895729,0.013940176740288735,0.044969553127884865,0.3969094380736351,0.03802722226828337,0.9887812465429306,0.023445829190313818,0.009275711607187986,0.03635235708206892,0.002620077459141612,0.010303100105375051,0.0017784447874873877,0.036862652748823166,0.014543225523084402,0.582949897646904,0.013131396938115358,0.30754112601280215,0.017121955379843713
10950_7150,1.133207780122757,0.2783578082919121,0.2251691222190857,0.04986934959888458,0.18767446279525757,0.3219649210572243,0.07741285972297192,0.03300515227019787,0.026887884177267552,0.08706147111952305,0.020919212978333237,0.11800395101308822,0.4613438591361046,0.16297790110111238,0.3844017520546913,0.198684985935688,0.14941906407475472,0.19460911080241203
10950_7250,0.5862633526325226,0.4018994510173798,0.5988244414329529,0.015538140665739775,0.41779071986675265,1.0002034306526184,0.1176344819366932,0.06867559999227524,0.1235646590590477,0.07083443775773049,0.027324239164590838,0.011012270860373975,0.16059454753994942,0.13674934655427934,0.5343276768922806,0.37249634861946107,0.3101320952177048,0.323945976793766
10950_7350,0.7074917137622834,0.39790636152029035,0.43887354135513307,0.009000572841614485,0.32351459711790087,1.5520534634590148,0.10600599162280559,0.3642080739140511,0.07360701709985733,0.06320850476622582,0.04506715144962072,0.07891766764223576,0.08611531965434552,0.043184291943907736,0.6537852644920349,0.6977646470069885,0.746886956691742,0.19643471539020538
10950_7450,0.25626950412988664,0.6443739861249924,0.5230468541383744,0.05554040111601353,0.5488149017095566,1.027038687467575,0.04073866102844477,0.1871851310133934,0.4434887394309044,0.11190458983182908,0.01504387832246721,0.31414512544870377,0.07159851491451263,0.02371623823419213,0.9264666050672531,0.8659334719181061,0.9235677272081375,0.2705285057425499
10950_7550,0.15528672635555268,0.6055522263050079,0.8721793681383133,0.03486254028975964,0.2679164454340935,1.4110397100448608,0.10714379623532296,0.2080136202275753,0.26865172684192656,0.049675656482577324,0.08598497919738293,0.2808422088623047,0.05110986083745957,0.07569335103034973,0.9055753201246262,0.816696298122406,1.3839850902557373,0.24986637979745865
10950_7650,0.42516845762729644,0.47657899260520936,0.12038382329046726,0.0440867580473423,0.14754171147942544,0.7845561593770981,0.523826140165329,0.05381406918168068,0.4660970255732536,0.15882052406668662,0.3778007447719574,0.49080463498830795,0.23020218610763551,0.5818731486797333,1.0218936026096344,0.23316723555326463,2.137429976463318,0.4608413726091385
10950_7750,0.7182705938816071,0.2565600425004959,0.12038356363773346,0.1514056593179703,0.3320820763707161,0.5804801672697067,0.5353567898273468,0.03478038813918829,0.2000309593975544,0.4365131318569183,0.7737269133329392,0.6714383214712143,0.25158228129148485,0.6196029394865036,1.1325826823711396,0.21255403980612755,2.2696181416511534,0.2805217206478119
10950_7850,0.15522772520780564,0.31020701974630355,0.15237276181578635,0.08517931550741195,0.6089812934398651,1.0762089431285857,0.281852500140667,0.10151754058897496,0.18395278602838516,0.23374953866004944,0.7067000061273575,0.6246173322200775,0.06510841883718968,0.18956992626190186,1.0988369047641755,0.3420572131872177,3.4959352016448975,0.20511422902345658
10950_7950,0.2916076138615608,0.2950532749295235,0.10472173616290092,0.059719665162265304,0.3215945303440094,0.8890250563621521,0.36408871710300444,0.0560013310983777,0.21795836240053176,0.3136309996247292,0.49984667748212813,0.3855113282799721,0.18123488798737525,0.2818121001124382,0.9580457419157028,0.12458396703004837,2.4508896589279177,0.46957972198724746
10950_8050,0.16646860614418985,0.3601462572813034,0.15922213047742845,0.022473307605832816,0.6077100783586502,1.5017747581005096,0.10141907446086407,0.11340313218533993,0.23077830895781518,0.10977081097662449,0.4272521987557411,0.4332444190979004,0.11358193717896939,0.0857812762260437,1.3258189141750336,0.5398745536804199,4.672958540916443,0.16122710406780244
10950_8150,0.258039653301239,0.5877058655023575,0.2699796617031097,0.0748775213956833,0.6058692127466202,0.890523037314415,0.024317303951829673,0.5556635111570358,0.4720332697033882,0.14183000102639198,0.09730353094637395,0.4821557328104973,0.09384214133024216,0.01669840160757303,1.3230554461479187,0.9129216432571411,4.216431570053101,0.08519853428006172
10950_8250,0.23411511331796647,1.548343575000763,1.1545585632324218,0.044650753028690815,2.0463596105575563,0.6634095937013627,0.03559311758726835,0.29992484748363496,0.07879316620528698,0.2742752194404602,0.179922354221344,0.6645062625408172,0.08639219030737877,0.024057109467685224,1.2727418482303618,0.8676716983318329,6.370557880401611,0.19968982562422752
10950_8350,0.45132659524679186,1.1482157588005066,1.0591011762619018,0.07348923794925213,0.49218073338270185,1.2113070249557496,0.1073711771517992,0.6019792050123215,0.06131859514862299,0.10578853562474251,0.005540083162486553,0.07882678620517254,0.1449122443795204,0.08120483867824077,0.7394715577363968,0.6720391601324082,0.6619492143392562,0.7186040729284286
10950_8450,1.1826924920082091,0.7480577856302262,0.3840660497546196,0.008800085913389922,0.4820293799042702,1.11006817817688,0.0703195571899414,0.10871602222323418,0.12344754934310913,0.06575720496475697,0.0024396883090958,0.005734635726548732,0.3925189897418022,0.04946140311658383,0.6736166685819626,0.28923579305410385,0.3464289367198944,0.38663681745529177
10950_8550,1.1194743752479552,0.12957157641649247,0.38097537159919737,0.015259282663464546,0.1429302364587784,0.5332240849733353,0.016635231114923956,0.040270795859396455,0.08158365339040756,0.00138603750965558,0.000305465524434112,0.00022091521095717325,0.7873215585947037,0.20263359174132348,0.4130516588687897,0.03716444093734026,0.1409800887107849,0.20062239915132524
10950_8650,1.4417939066886902,0.1440247468650341,0.1290683500468731,0.004677851055748761,0.09216450564563275,0.6102689355611801,0.10742567218840123,0.0385004099458456,0.03172730002552271,0.01727593718096614,0.00031394885736517607,0.0001617372159671504,0.1640143059194088,0.06369844861328602,0.40368013381958007,0.07410339042544364,0.1543049193918705,0.10377598442137241
10950_8750,1.0070979475975037,0.04389202371239662,0.1117721538990736,0.00644029953982681,0.07985682636499405,0.9232272922992706,0.008960956800729036,0.060142505541443826,0.07980560325086117,0.056471599638462065,0.0004819669818971306,0.00024289413850056007,0.05828381925821304,0.013801999017596244,0.4435286670923233,0.05420547779649496,0.0291604608297348,0.0563551502302289
10950_8850,1.4512615978717804,0.01382428677752614,0.1420224651694298,0.03733605518937111,0.06594519205391407,1.0191741645336152,0.04560861214995384,0.08756916485726833,0.10852385349571705,0.007207794138230384,0.0013287522888276726,0.00038977849180810153,0.1103896401822567,0.07050122059881687,0.33812043964862826,0.07242584712803364,0.04561089836061001,0.13913277238607408
10950_8950,1.5738376200199127,0.1412152610719204,0.10228667482733726,0.09065672047436238,0.055887583456933496,0.5023426324129104,0.12421900667250156,0.0710731491446495,0.06893297731876373,0.004496951098553836,0.0011584973195567726,0.00034965874656336384,0.1059485387057066,0.057495987974107265,0.4126399353146553,0.035451569594442844,0.019651855248957874,0.12991662248969077
10950_9050,1.536612433195114,0.03798963855952024,0.22007798478007318,0.012162021873518825,0.0017237003310583531,0.4721586301922798,0.04928186740726233,0.11304430626332759,0.12276656813919544,0.00116983424522914,0.0005830934824189171,0.00011846834713651333,0.13914536088705062,0.017180323135107756,0.39162989258766173,0.01649879915639758,0.09631342068314552,0.043386670760810375
10950_9150,1.7401094555854797,0.2699010506272316,0.04301348514854908,0.07939443439245224,0.004229997820220888,0.7987779140472412,0.013997540809214115,0.005723944259807468,0.1159512884914875,0.010255990270525218,0.0006335787940770388,0.0006006741401506588,0.1414308488368988,0.030962359346449374,0.4161649391055107,0.09177241399884224,0.0182281325571239,0.07917834483087063
10950_9250,1.2633762240409852,0.07669599577784539,0.08963914550840854,0.0599400332197547,0.01605341536924243,0.7278306365013123,0.13070159181952476,0.03458933625370264,0.092300920560956,0.009535727044567465,0.00358405786100775,0.00354214864782989,0.2615335926413536,0.3369916796684265,0.39467125535011294,0.07264774329960347,0.012094787694513798,0.1363403655588627
10950_9350,1.267143726348877,0.06027660686522722,0.22778812125325204,0.09349981807172299,0.11989480033516883,0.6594154596328735,0.06700546778738499,0.09815887287259102,0.10342994853854179,0.007940224464982748,0.0022274773800745606,0.0009578128752764315,0.11157352142035962,0.11969049833714962,0.36515440195798876,0.07915201038122177,0.042599275149405,0.14059868454933167
10950_9450,0.6425379067659378,0.015656830044463277,0.2088949665427208,0.014654678106307984,0.04599106591194868,0.7294643878936767,0.007249008445069194,0.08457060046494007,0.0953498475253582,0.004859334230422974,0.00037525693187490106,7.980600094015244e-05,0.14652299582958223,0.03960547931492329,0.4298229530453682,0.10992396138608455,0.005431049573235214,0.07242611460387707
10950_9550,0.8429974734783172,0.21412169486284255,0.27335911691188813,0.006189010734669864,0.03597714267671108,0.6587736308574677,0.008189221424981952,0.07609918788075447,0.08517294228076935,0.002256699919234961,7.748172392894049e-05,5.690243269782513e-05,0.0433786666020751,0.05768558010458946,0.4056987762451172,0.07922014631330968,0.04810734875500202,0.21919867023825645
10950_9650,0.6099471360445022,0.5763520061969757,0.30128306001424787,0.017253678292036057,0.14063013195991517,0.86588836312294,0.012112088734284043,0.17050832584500314,0.17228491529822348,0.007056772173382342,0.0005153715756023303,0.0011771206452976912,0.07250691056251526,0.019371370412409307,0.5983473002910614,0.22386867180466652,0.13457177504897117,0.3401519164443016
10950_9750,0.7650946170091629,0.5313956826925278,0.6743158787488938,0.009269318310543895,0.4612877607345581,1.139648550748825,0.09669735506176949,0.5272447615861893,0.1360421098768711,0.07984308078885079,0.017324540112167598,0.021466569788753987,0.10572379864752293,0.05092922281473875,0.7444831699132919,0.3103249490261078,0.8831827193498611,0.545847287774086
10950_9850,0.38861765116453173,1.2675567030906678,0.5280456185340882,0.0076368861366063355,0.6519270598888397,1.011151534318924,0.04817658215761185,0.3856694042682648,0.2809971943497658,0.17661934867501258,0.027047425042837858,0.11069864444434643,0.09739695191383363,0.043562332168221474,0.8163927346467972,0.4732609435915947,1.8992031276226045,0.4665690764784813
10950_9950,0.1399477869272232,0.6036545008420944,0.2921325027942657,0.018492584582418203,0.9053026169538498,1.0269205629825593,0.14203641712665557,0.3362812638282776,0.19669130966067314,0.08829490207135678,0.2693189576268196,0.3454956293106079,0.0740848071873188,0.05188430715352297,1.156523060798645,0.7240740567445755,3.2611405730247496,0.25187189131975174
11050_10050,0.35191299617290495,0.5418050527572632,0.15832330510020257,0.08924148380756378,0.8970271527767182,0.5391335010528565,0.29199663996696473,0.5027798414230347,0.44025552421808245,0.6717937856912612,1.2899450778961181,1.5581536173820496,0.1269679181277752,0.5405254453420639,1.6290006279945373,0.1495174027979374,9.168596982955933,0.3775650277733803
11050_10150,0.10586296804249287,0.8966079413890838,0.20604076981544495,0.16781017705798149,1.9394214034080506,0.2597438767552376,0.4259671077132225,0.9680399358272552,0.5186580121517181,1.7423201084136963,3.67966947555542,5.835461235046386,0.06521313413977624,0.5977459400892258,2.1401000380516053,0.1675023004412651,25.92164764404297,0.42351810187101363
11050_10250,0.14864992573857308,0.13793566524982454,0.03961589317768812,0.28550364524126054,0.33321556746959685,0.2839808613061905,4.867005729675293,0.14453363195061683,2.162010633945465,0.5914187431335449,8.95731554031372,4.281488537788391,0.3105637416243553,8.162901782989502,1.6585319459438324,0.06015539281070233,6.01564347743988,2.183020532131195
11050_10350,0.31139100790023805,0.14903374761343002,0.11067435406148435,0.30177698135375974,0.17302548736333848,0.3018884345889091,3.6615864753723146,0.1476634092628956,2.453079080581665,0.5276270419359207,6.924311995506287,2.680562210083008,0.647311556339264,8.422098350524902,0.953536382317543,0.024551174975931643,1.16552814245224,1.772247952222824
11050_10450,0.1447119988501072,0.0790204007178545,0.03753806073218584,0.3165639653801918,0.0517177889123559,0.24161004200577735,4.612154841423035,0.06828263290226459,3.131604766845703,0.36339576095342635,9.465526103973389,2.4438855051994324,0.27644120901823044,7.134627413749695,1.2864852011203767,0.0344667648896575,0.44291917234659195,2.2487844824790955
