cell_label,class
319116179348860530537569540315563574000,05 OB-IMN GABA
320158036818499614750307214275824282014,05 OB-IMN GABA
320682218965070622805025604297500614627,05 OB-IMN GABA
321686252622367910645641939688048218552,05 OB-IMN GABA
324024916078229497670980361400023295076,05 OB-IMN GABA
324163302163159284289730616985681605818,05 OB-IMN GABA
32509438607094280622138577077894197864,05 OB-IMN GABA
334694929304927535818431899927269611532,05 OB-IMN GABA
35248984821900769173020823529609442950,05 OB-IMN GABA
38642959746660102809624879538208488301,05 OB-IMN GABA
38752062040793220036893585088425202021,05 OB-IMN GABA
4250917903264878779433675421415029081,05 OB-IMN GABA
4429863508453980404667327398256981845,05 OB-IMN GABA
44357762300879691352078660653707629391,05 OB-IMN GABA
46509040394517255810809408813784985080,05 OB-IMN GABA
47002589529109425161266921470809042875,05 OB-IMN GABA
47070846571899375045016695834765003090,05 OB-IMN GABA
47730912279425821497793762797846296640,05 OB-IMN GABA
50402173221396119184521069583521747556,05 OB-IMN GABA
52687800393176392865861772360786582324,05 OB-IMN GABA
56458452048880000903094557900601511191,05 OB-IMN GABA
56556708379911660866306167436961440877,05 OB-IMN GABA
59348065839738431974503184201823585359,05 OB-IMN GABA
60824248604449605714283714650549992339,05 OB-IMN GABA
64407617312944344723627871376565419374,05 OB-IMN GABA
66991795063640754600545561534540027737,05 OB-IMN GABA
67412524670403319813053532479401658816,05 OB-IMN GABA
76968313465174278758923174562301915742,05 OB-IMN GABA
78923890653347679155858560143898995596,05 OB-IMN GABA
79039239764362816573723024399893930817,05 OB-IMN GABA
79238439821556454303419112318849348692,05 OB-IMN GABA
89434090356077860905065549468555597327,05 OB-IMN GABA
90555955130820127754615684616169713604,05 OB-IMN GABA
91337608320998808734796264765075296434,05 OB-IMN GABA
94193588744913174809888669999970973383,05 OB-IMN GABA
96818160527910415055584837332221408595,05 OB-IMN GABA
97060051466861956368403627377103154905,05 OB-IMN GABA
98466413006876189357067378050109372911,05 OB-IMN GABA
100710013926512146077503545972260984233,33 Vascular
106442864468128339117796102016034086211,05 OB-IMN GABA
110209153785098140297733684480910540902,05 OB-IMN GABA
112006019520201073880201259422119919574,05 OB-IMN GABA
112229668052355400598438141312622396274,05 OB-IMN GABA
112750712137589368129270223271286995915,05 OB-IMN GABA
117695436364708248467654705818916835128,05 OB-IMN GABA
119421052303448029123868666697802980489,05 OB-IMN GABA
123125079968218241448951034212887587705,33 Vascular
123495577405721184666675783352393437976,05 OB-IMN GABA
125356021107698470886464073031634185094,05 OB-IMN GABA
130812355151572877300777441687494554706,05 OB-IMN GABA
1361351630922202116262511311179667512,05 OB-IMN GABA
137122782686500607468394841477598510314,05 OB-IMN GABA
13719786924450871424179988291925255115,05 OB-IMN GABA
140761687056451700845873310326862606752,05 OB-IMN GABA
144259554262688346165621513861156906335,05 OB-IMN GABA
145825372347218208550955172627478542076,05 OB-IMN GABA
147907724482104080707528169676135367012,05 OB-IMN GABA
150560558208077415540751180419021248755,05 OB-IMN GABA
152968246491856346766416293131621757742,05 OB-IMN GABA
155090651899891099907771937413876839500,05 OB-IMN GABA
155647566407947772767582683361223806618,05 OB-IMN GABA
1570135701480800413980412997826462286,05 OB-IMN GABA
157152601768369935082794877921961901591,05 OB-IMN GABA
161036499958984317146792015647781952048,05 OB-IMN GABA
171510329792800201087891810265168378890,05 OB-IMN GABA
171569177170569115957351531796948184434,05 OB-IMN GABA
171904001190738256157458845743560032348,05 OB-IMN GABA
17544781952622128301107634158062203590,05 OB-IMN GABA
178002119915379682501728973457462993490,05 OB-IMN GABA
187971180973420881233008135086193227637,05 OB-IMN GABA
190202843434299278881974137737017140838,05 OB-IMN GABA
192898161360731047512780842818524951831,05 OB-IMN GABA
196701478517255126157780326824075276336,05 OB-IMN GABA
196792449367614751565529621301327864372,05 OB-IMN GABA
197697908128702458107436213522723372153,05 OB-IMN GABA
204155541514786646380085401670089977456,05 OB-IMN GABA
20594861551971103530929325765326020680,05 OB-IMN GABA
212353140066024807570523959782331631992,05 OB-IMN GABA
21290991577868122953903563788196796726,05 OB-IMN GABA
21563703224250533436552591757000310437,05 OB-IMN GABA
21767524343420251890874865945345834156,05 OB-IMN GABA
217894751716571218865073059691503434801,05 OB-IMN GABA
21926898705446357679013054538525881810,05 OB-IMN GABA
230446096166359647861981998960530296126,05 OB-IMN GABA
231088568889312782807986029406875000495,05 OB-IMN GABA
231907777558709116187526035958105355144,05 OB-IMN GABA
234246327662541453091179857058339026177,31 OPC-Oligo
244301625642880419805764743009000054598,05 OB-IMN GABA
244560988340518925274971887145334104106,31 OPC-Oligo
249352146949152223687007639147773979008,31 OPC-Oligo
256520928953553732607626944549658502024,05 OB-IMN GABA
2577747609840875489273765250687268195,05 OB-IMN GABA
257982706490793228436734731885460464313,05 OB-IMN GABA
265076191613248109261643754416437662306,05 OB-IMN GABA
266316501911143547149866429509971124287,05 OB-IMN GABA
273220803312526877157743310340075872833,05 OB-IMN GABA
278320575327307516179468915577060369895,05 OB-IMN GABA
278835040102557170697624685048666292694,05 OB-IMN GABA
279577559032556457039669761601700360299,05 OB-IMN GABA
285833421962609429084129355088653855367,05 OB-IMN GABA
2880780780545088770692115277663083702,05 OB-IMN GABA
289432043022826951615883240649756810336,05 OB-IMN GABA
294314186245511731291733525565329561553,05 OB-IMN GABA
295042767946049808366450868634706340118,05 OB-IMN GABA
296011052737748378273474857336010365380,05 OB-IMN GABA
296583279022113433265027293911193402038,05 OB-IMN GABA
30185219042097205892762545441582225161,05 OB-IMN GABA
303667809408225774554771221016288723277,05 OB-IMN GABA
305395216579970169804584291861005219243,05 OB-IMN GABA
307393053540120211044153831670190371291,05 OB-IMN GABA
310320850002814455540810443341917259263,05 OB-IMN GABA
311330977750611998508075612802727895985,05 OB-IMN GABA
315195751899069279882206177215348010360,05 OB-IMN GABA
316379843721043890526438872455165503141,05 OB-IMN GABA
317360470347487041725870445927433254415,05 OB-IMN GABA
322876099607251009601033197775245982977,33 Vascular
325654053427328840548303484181526151069,05 OB-IMN GABA
327591679704089873686681564496252391535,05 OB-IMN GABA
328655011525143164071496877289799722980,05 OB-IMN GABA
330456018980883668596976224323042542814,05 OB-IMN GABA
336266235776624708051165777485306172698,05 OB-IMN GABA
340055596397594385035297541660107729345,05 OB-IMN GABA
340089766099074419647017959239591185809,05 OB-IMN GABA
34861333783952370800980811618202038401,05 OB-IMN GABA
3748777254924502430604674371407019126,05 OB-IMN GABA
41081248586259435227722028574006184158,05 OB-IMN GABA
42370129906986285241256300546211725625,05 OB-IMN GABA
43141727628191485838328459629991711615,05 OB-IMN GABA
44156343442913763487000742609104032155,05 OB-IMN GABA
44173391003249433181711480427754041649,05 OB-IMN GABA
46809335509780352707607963477182624237,05 OB-IMN GABA
46939351925394854000556206153871762035,34 Immune
4776129650266696947697928442450677222,05 OB-IMN GABA
60729622477139379483284453517490517371,05 OB-IMN GABA
66105182079345288587069530565603234603,05 OB-IMN GABA
68984280040154087457256940085375838417,31 OPC-Oligo
69038258621848842648696992156298831496,33 Vascular
69643075166468886211337319218726683634,05 OB-IMN GABA
71756272936308919618362364555879363872,05 OB-IMN GABA
75206258412224646056093839997077260277,05 OB-IMN GABA
76127075675136751345446232401370098438,05 OB-IMN GABA
77504420941088471891132370979264570796,30 Astro-Epen
77745777772283768342022665676379089238,05 OB-IMN GABA
7812649528739983214073121634247956202,33 Vascular
80510891131026107316969631266447263006,05 OB-IMN GABA
81024809152039620233366860205640674998,05 OB-IMN GABA
9025161794668770192844059568123081574,05 OB-IMN GABA
9046974499079633773893939426088504910,05 OB-IMN GABA
92267831508470639179937354189872506315,05 OB-IMN GABA
92742730241014131334953293728752051776,05 OB-IMN GABA
95516054224645301971053371060035942251,05 OB-IMN GABA
98822613002902018054313348896413323157,05 OB-IMN GABA
102909246375315931960095646161660512862,05 OB-IMN GABA
106001227713253857167489975837363647619,05 OB-IMN GABA
117885258421755020359570950795340448477,34 Immune
120695870571762297891766066645457578699,30 Astro-Epen
124373136693824595914050928618065298141,05 OB-IMN GABA
138104704466363349988886132201891167789,05 OB-IMN GABA
139975370687632896211232807484353475698,05 OB-IMN GABA
141708136790326222816217720613994982750,05 OB-IMN GABA
146740329258048185878782794540692922024,05 OB-IMN GABA
150584793124419528499208920508639134449,05 OB-IMN GABA
158601848469157640147857489877721626297,05 OB-IMN GABA
158917242967931919208035695169374370876,05 OB-IMN GABA
161588728972255267084553613024368082617,05 OB-IMN GABA
162571695932952591166059791674292146820,05 OB-IMN GABA
166223767187911270894385692433543415483,05 OB-IMN GABA
166862680318889789316393524326265990734,30 Astro-Epen
173904992467858978492269012385673682183,05 OB-IMN GABA
184011591234742071572357322097756337955,30 Astro-Epen
188684412179281840889374083367191801430,05 OB-IMN GABA
191108692703980910237168991088545857436,33 Vascular
191928101952018089524065826362410503044,05 OB-IMN GABA
194705767793055616772946846812213905576,05 OB-IMN GABA
195196743367987818790798241534511950043,30 Astro-Epen
196216058702899538730798530204350436105,05 OB-IMN GABA
201701220687859774167768747838703595893,05 OB-IMN GABA
204942446483965027963394246531846194873,05 OB-IMN GABA
205484963337260180430609081616915634209,05 OB-IMN GABA
207530541194043528915031938273239711441,05 OB-IMN GABA
209284163305916980196114021618193474234,05 OB-IMN GABA
21482401644292769541126390427227846545,05 OB-IMN GABA
21613725143721447313926904523976723702,33 Vascular
219956048624237491507528703125900688566,05 OB-IMN GABA
222569374782023101868246006403798971281,34 Immune
22596002470759122386361307526204231085,33 Vascular
226149021293257278003110472159750578183,05 OB-IMN GABA
231935005824334769200616763481539679049,05 OB-IMN GABA
235288435945253122042708336123633999078,33 Vascular
235624899284313967312101359040306067996,05 OB-IMN GABA
23647361369724250648568583316517207015,05 OB-IMN GABA
240144242355795082344987062376786061934,31 OPC-Oligo
243363357892471541257886955734338925906,05 OB-IMN GABA
247190469356124271917345252133262817593,05 OB-IMN GABA
253229003135618279862342341066839260921,31 OPC-Oligo
258983135022178756644986990736714631089,05 OB-IMN GABA
263117684900523194327016805329930287819,05 OB-IMN GABA
265525233369245678833056740734427020602,05 OB-IMN GABA
269787020723077105287078747365424786110,31 OPC-Oligo
283930359903040079716278955733036661549,33 Vascular
286045011833820005759236740203261735880,05 OB-IMN GABA
286223770169192032348316918341076454294,05 OB-IMN GABA
289207594734023418652738406787401606130,05 OB-IMN GABA
289218062889116277204169503965476749821,05 OB-IMN GABA
297807941398238737453000211438887485971,05 OB-IMN GABA
301557798752126026852191249277992695729,05 OB-IMN GABA
305780767892594249984376050516991400988,05 OB-IMN GABA
307074775351034775685184694400017348140,05 OB-IMN GABA
307353885138435855144666957130881571996,05 OB-IMN GABA
308162499145936096483749299474047344520,05 OB-IMN GABA
321523096791140802698529625873253605681,31 OPC-Oligo
322316126981059561936630564690275279115,05 OB-IMN GABA
327787359502785124120153894614264992358,05 OB-IMN GABA
334222387830871987072276178247265192885,05 OB-IMN GABA
33830992834145193394998733811417950037,33 Vascular
41143646328958834245387466857404963145,05 OB-IMN GABA
50867375111463793201347890772391657090,05 OB-IMN GABA
52816569740996585415266010136360723345,05 OB-IMN GABA
56337755458058244156624249117450953700,05 OB-IMN GABA
63588063577917050415781062038703359085,05 OB-IMN GABA
64199237612375652031063483966428487586,05 OB-IMN GABA
76504600100516003175897990319730955350,05 OB-IMN GABA
76749123337953559059760008433970012002,05 OB-IMN GABA
7792690236240346721239685036983337798,05 OB-IMN GABA
95100957598956403510917656395443186868,03 OB-CR Glut
127025736440737001066240762079854514300,33 Vascular
131170648857808703892409365007740437020,05 OB-IMN GABA
13118731856661661295192762715221185234,33 Vascular
133709094921006711175935055028036067856,05 OB-IMN GABA
154818915771462922062953332587879772794,33 Vascular
173954619091682171640650048015412796414,30 Astro-Epen
183481532003040823135209836564849765476,30 Astro-Epen
235035563419414542404162474174909490832,05 OB-IMN GABA
245847727261982403440925373362427505622,33 Vascular
253488470092416974916103422801695427657,33 Vascular
273384518394170340881783551743918195438,33 Vascular
282253417312021523413240054574340677085,05 OB-IMN GABA
289513085714055090562374325440434416077,34 Immune
301644254208848222305213268660520097026,34 Immune
304343800363934005765334155170670587694,31 OPC-Oligo
323659444600485457825634580903544247792,03 OB-CR Glut
34845115946012980847991086961185395353,03 OB-CR Glut
37500378369611192217119978789808791945,34 Immune
5522373961412724812643660239231592937,31 OPC-Oligo
79776726469976227572227119093426586001,30 Astro-Epen
79817540360715030438327163065161798631,33 Vascular
191928493524946761767179082946115273572,30 Astro-Epen
118980401177959211190760904462467681106,03 OB-CR Glut
133690436599063789496765172541884575164,05 OB-IMN GABA
143956984237979341179048158653160208822,33 Vascular
14472934023589456627137351721325159276,05 OB-IMN GABA
147125035597752956904743277215616265028,30 Astro-Epen
150957067055513667308577655189300093376,33 Vascular
174215936232735369614277247745146664493,05 OB-IMN GABA
179029111249442833253034043662037184353,30 Astro-Epen
228953452995971203129740425843549225824,05 OB-IMN GABA
241750596724250274788670080649527915322,05 OB-IMN GABA
251247378553590353472776685028579796051,05 OB-IMN GABA
260208498132445107906212828361049798177,05 OB-IMN GABA
266448404047709887829610945238080008313,05 OB-IMN GABA
28506065950002778629378410394468538506,30 Astro-Epen
287541914430365864340227677697286223936,05 OB-IMN GABA
302504260763775101848503010303807506251,05 OB-IMN GABA
320604634944032049256413762653913567893,30 Astro-Epen
55784193865372020012310366779931999367,33 Vascular
62510126345671015664050200387412450124,05 OB-IMN GABA
64817530736093229502495100817091069608,05 OB-IMN GABA
99180895413868199040251965528165541291,05 OB-IMN GABA
100699448019924924458611013973196919239,30 Astro-Epen
101394988081599305883823987085620890971,05 OB-IMN GABA
108720121739746563522875784210019513292,05 OB-IMN GABA
110900781320789809456194370163616777356,05 OB-IMN GABA
111088309342181921917963229681819130242,05 OB-IMN GABA
111298671135955077294717622165773682746,31 OPC-Oligo
111823759682809915287795018841098123735,05 OB-IMN GABA
118076690860089424012699322403721531245,33 Vascular
119692822819340704414554901870648658439,09 CNU-LGE GABA
12470971643235847401378102644267843987,05 OB-IMN GABA
12900830127876339637703542569992149331,05 OB-IMN GABA
134054194049762868566012398899839392298,05 OB-IMN GABA
141419193871686804732123998585991171571,05 OB-IMN GABA
144508581546263339343859612048898915276,05 OB-IMN GABA
148654435610352837800039793044346748627,30 Astro-Epen
152586744121238632871814962703631602741,05 OB-IMN GABA
17486059055251403157874492233999086952,05 OB-IMN GABA
177045606501177482528511914432897403381,34 Immune
183554078326164646205682737257367810010,05 OB-IMN GABA
18479501508516497376616201831523557155,05 OB-IMN GABA
189171645796421439772322737356756742132,05 OB-IMN GABA
200680031505013865881925885157651349852,05 OB-IMN GABA
201522118237481100117660546170507483684,30 Astro-Epen
209051891950761514110473821476228939601,33 Vascular
214498462900462307231714797983999412527,05 OB-IMN GABA
221076755156329444972614268296976562268,05 OB-IMN GABA
221627550959710035576142289198208617882,05 OB-IMN GABA
22875121263587718590358134562464791127,33 Vascular
229681513229492954097310707827799767254,34 Immune
235495087064032855337662346954244279841,05 OB-IMN GABA
237007785634735646475193661089952152266,05 OB-IMN GABA
238414666686450821998241385347971926613,33 Vascular
240994440676126099525974395795381803525,05 OB-IMN GABA
244320712444512829973618262041917004764,05 OB-IMN GABA
247748840762538739706398356780496906928,05 OB-IMN GABA
256272440103780514866163417200042345031,05 OB-IMN GABA
258636627619550729184201187790892556558,05 OB-IMN GABA
259724978763873876853777997551789695351,05 OB-IMN GABA
259860515912788628421693023076370051981,05 OB-IMN GABA
262139373348303207479578685935597075038,05 OB-IMN GABA
262579643319228885517667113272117593858,05 OB-IMN GABA
269155599903696475018229380035464610336,30 Astro-Epen
281895005813874807167942502502583490956,05 OB-IMN GABA
281898965458910384197305390528049023326,30 Astro-Epen
283806293470355839201595780291130443345,05 OB-IMN GABA
283807058514293515398233379188566618688,34 Immune
284798646407715549793436379230893020659,31 OPC-Oligo
291537102157324527899182674489857105077,05 OB-IMN GABA
295248575393220967469210490181246012151,05 OB-IMN GABA
307526665637653413619250765891155823219,05 OB-IMN GABA
308654951308829206859916291610574404400,05 OB-IMN GABA
3104259233676910020994716597381187314,05 OB-IMN GABA
315836201521875245507084225397209711875,05 OB-IMN GABA
317244322072006459696479690362431118007,05 OB-IMN GABA
317403850129918365340866296837972597594,05 OB-IMN GABA
319517423685738264845435117927474668416,31 OPC-Oligo
321852556700654263547684799325674888411,05 OB-IMN GABA
326553965412038545652347415896959603951,05 OB-IMN GABA
328952047868648205415469533183531128674,05 OB-IMN GABA
336215334204195449254718097827147848085,05 OB-IMN GABA
337706740429029913748318960083313046158,05 OB-IMN GABA
36287286476794788188277864234209110616,05 OB-IMN GABA
5057803583203604986914086044257429388,05 OB-IMN GABA
53045524484480614775840682528657204933,05 OB-IMN GABA
55133468822987744462931678908778070309,05 OB-IMN GABA
55390279752249503896581351084343914034,05 OB-IMN GABA
57578131936912417839490281057334913448,05 OB-IMN GABA
66078603334007979503748179645296754352,05 OB-IMN GABA
70159403638398156609432381590746029902,05 OB-IMN GABA
7707369584597940763164796039931741355,05 OB-IMN GABA
80988818049430073363994164767679321511,05 OB-IMN GABA
84614526276991713703635518160291875584,05 OB-IMN GABA
87464077415047363132261358806650560263,05 OB-IMN GABA
89508296719156787796370993291532740854,05 OB-IMN GABA
90194265013795239534319242004283563305,05 OB-IMN GABA
95065879919319501557208005895261431656,05 OB-IMN GABA
100210070455450083026514844131530345184,05 OB-IMN GABA
104224805711291319166869687387153089324,05 OB-IMN GABA
104358827695352159743642975632171898784,31 OPC-Oligo
105751162425373643258754236594131836180,05 OB-IMN GABA
106928433838722390311081859467062402257,05 OB-IMN GABA
107456603926631692839395899628558128236,05 OB-IMN GABA
108587767296619408996488357198227040029,05 OB-IMN GABA
110684572307760598158129799000971642935,05 OB-IMN GABA
115349535399807925432745308936461411330,05 OB-IMN GABA
122226032188650853427218730682003675193,05 OB-IMN GABA
12499561802386243453302397001947863871,05 OB-IMN GABA
127039514941328088792627856659593351871,05 OB-IMN GABA
129367405033646394568877514310396285559,05 OB-IMN GABA
131706547203160199552897361171996304409,05 OB-IMN GABA
14345534184793957154984220983397833138,05 OB-IMN GABA
148627840020266324431403733298429645994,05 OB-IMN GABA
151078776459263194058600805383535756838,05 OB-IMN GABA
15211592168655497735124044745977596420,05 OB-IMN GABA
155893193492874152809206633741191850009,05 OB-IMN GABA
159644407727235899426424922756907376629,05 OB-IMN GABA
161090347680438475802654846189898608660,05 OB-IMN GABA
16158237948724248840678564873154765453,05 OB-IMN GABA
167719849937542501192178231590391417581,05 OB-IMN GABA
167859941400226042499368753131791785913,05 OB-IMN GABA
170904266613809987166253858742489374616,05 OB-IMN GABA
171503608457154018391532850193550670358,31 OPC-Oligo
176462060460203216255040332770946108721,05 OB-IMN GABA
176764460427886118623079082814243031489,05 OB-IMN GABA
177247405029770682669773866228350027925,05 OB-IMN GABA
180286648247902569168156721335008850817,34 Immune
18067382050312721211503243780070853544,05 OB-IMN GABA
180868410678203940230856347720696530428,05 OB-IMN GABA
181272594046270404354720827981006555429,05 OB-IMN GABA
186625450172529221934674249230739852379,05 OB-IMN GABA
193807956419969999605529119036986481643,05 OB-IMN GABA
195803337904426883114388478863931391947,05 OB-IMN GABA
196722948775846093775265341715815548857,05 OB-IMN GABA
196730829332683461132014115400842172227,30 Astro-Epen
199053701009476831122546281825943957514,05 OB-IMN GABA
203063443967854507786054844273393058465,05 OB-IMN GABA
206597699836103056624662460774972186578,05 OB-IMN GABA
209197864434412117046713465947155588796,05 OB-IMN GABA
215236870340751359979519999699584956098,05 OB-IMN GABA
221503470724225225319536881685648491768,05 OB-IMN GABA
228265691621288880314473061433177676208,05 OB-IMN GABA
235282881802023349768321375964584011336,05 OB-IMN GABA
237512730168481211106892193784127060527,05 OB-IMN GABA
240711661009102648259294534097123644734,05 OB-IMN GABA
243019445413574082670703164551667404435,31 OPC-Oligo
245588414119767962903643998315352579576,05 OB-IMN GABA
249308097928041145388384474702500416561,05 OB-IMN GABA
249529626216885384739168957629654982849,05 OB-IMN GABA
249603492794671120447297805586174205620,05 OB-IMN GABA
250633523763926186280483972788443949214,05 OB-IMN GABA
259803346481613189394172422234416564509,05 OB-IMN GABA
267910557294731804731352870471874221360,05 OB-IMN GABA
270791538408393034639127105479600949678,33 Vascular
280239701077233366374884555523302434108,33 Vascular
283359017952706663053752843238519537946,33 Vascular
283375294516691270932378592615904583952,05 OB-IMN GABA
284429981813893891350327229161860357175,05 OB-IMN GABA
284718678877970299411190348642054112555,05 OB-IMN GABA
289362213446585158019669559796272329708,05 OB-IMN GABA
295568917736363071717727290338505213316,05 OB-IMN GABA
297152455036763796849773484178924171866,05 OB-IMN GABA
29857945283816670056585802616672383378,05 OB-IMN GABA
301576188358959368653678988758228648198,05 OB-IMN GABA
304277079094561320510566680936747929591,05 OB-IMN GABA
306575252513390282691517539643248750655,05 OB-IMN GABA
311318172025921113860331798097497605509,05 OB-IMN GABA
314852851539396275243976302264007327923,33 Vascular
31696706540912131601457201386409685651,05 OB-IMN GABA
318287948455322609157019955912572188346,05 OB-IMN GABA
331126780993210692814520547598482567086,05 OB-IMN GABA
332291757855691576007687295978696480096,05 OB-IMN GABA
332744285183232164107888687209872161625,05 OB-IMN GABA
334764335119009453935497233016481526876,05 OB-IMN GABA
338564624338135121425211545588288224953,05 OB-IMN GABA
338985219918927531014870434692560270551,05 OB-IMN GABA
339241367650889040958867020187006469753,05 OB-IMN GABA
34907723384399535944158945597447622604,05 OB-IMN GABA
35027018591692271905610653509585410519,05 OB-IMN GABA
36223974290715616031459143366163310315,05 OB-IMN GABA
36691732986102346172411459981071100378,05 OB-IMN GABA
40058937325116555845466636292750575186,05 OB-IMN GABA
48736885913698637695851902737290447524,05 OB-IMN GABA
50830955606607385360052061237076229833,05 OB-IMN GABA
548809868079677362995820266941669726,05 OB-IMN GABA
5723482123422949962454898256976599940,33 Vascular
60332756842794118744387808351148138568,05 OB-IMN GABA
64631535982700536147707854610472529397,34 Immune
66132789245479810585461045281783075818,34 Immune
68071589124487155263331697006950982159,33 Vascular
68210683374804336386173516008948078516,05 OB-IMN GABA
68488817660992381611134684936845575804,05 OB-IMN GABA
69684021511772471442109505153303623183,05 OB-IMN GABA
81279786249965116128831501934066633483,05 OB-IMN GABA
85574861728669284206012911295463635583,05 OB-IMN GABA
85750876262414920107578871875761966108,05 OB-IMN GABA
86722170763382872417157753887027704824,05 OB-IMN GABA
92210129133418987985368034383723311853,05 OB-IMN GABA
96070288055050219234520515047298116357,05 OB-IMN GABA
9922944761473231315183807210610637396,05 OB-IMN GABA
100145420432104031595866262623937850721,05 OB-IMN GABA
100162473296572727772861915285861105752,05 OB-IMN GABA
10423565759488285231559260647552988519,05 OB-IMN GABA
10447758577326706274958832471371592939,05 OB-IMN GABA
107064167825306634057804527334172096525,05 OB-IMN GABA
116850551960244307352283898741954433854,05 OB-IMN GABA
118966308022644525867105106591076261884,05 OB-IMN GABA
121130977668406138629747302712628617891,05 OB-IMN GABA
122549565926149869834460297528568557120,05 OB-IMN GABA
122998725454285178248919879145886964033,05 OB-IMN GABA
125858783609682690130357664001842560243,33 Vascular
12633044818232361537377903863318869193,05 OB-IMN GABA
127086562402116477446784053865574537747,05 OB-IMN GABA
131724877640738009356130115278675488018,05 OB-IMN GABA
134901353835771564395394901530924089702,05 OB-IMN GABA
137913148947526956266743806952820526716,05 OB-IMN GABA
140244501409893046028141857295151972135,05 OB-IMN GABA
140384380884062415718573961630395071728,05 OB-IMN GABA
148828635898013476012772234202738043036,05 OB-IMN GABA
150376009769548570376838720438267903424,05 OB-IMN GABA
151707019196361556487634891158333724152,05 OB-IMN GABA
154127120924226558203849499883109217106,05 OB-IMN GABA
157036835563473699853563396053769739766,05 OB-IMN GABA
157288320308737483535009239583750018654,05 OB-IMN GABA
165216230872651445317868724961253926358,05 OB-IMN GABA
166079238984133584181586480840038829621,05 OB-IMN GABA
173549443473615436738203687514312860425,05 OB-IMN GABA
173718790196639645510383640178885991448,05 OB-IMN GABA
174933685840179153006174484192220587797,05 OB-IMN GABA
176976660873813262588082414530752011568,05 OB-IMN GABA
178036615851025441148419427841114933464,05 OB-IMN GABA
178672829782649990664794105754643627299,05 OB-IMN GABA
1808224929025851585248067927749028839,05 OB-IMN GABA
187190254321953233032596114159862680036,05 OB-IMN GABA
193321288184932979023946288725587159558,05 OB-IMN GABA
194390950638652908128964497104148993288,30 Astro-Epen
194719446208408021185765112954162988040,05 OB-IMN GABA
198343613547817021433214721125707222140,05 OB-IMN GABA
201769976230233346134180095411707602306,05 OB-IMN GABA
2035126368660316222217325457358818275,05 OB-IMN GABA
210920688887571883791206466049186743708,05 OB-IMN GABA
212318289607334769801261599372681350875,05 OB-IMN GABA
217743089738736887818764339568995622562,05 OB-IMN GABA
217802222519897041733303463254891657801,30 Astro-Epen
219864960286988526427750385874936080421,05 OB-IMN GABA
223721576626059828588980851005837715890,05 OB-IMN GABA
226780868611640293906041777821743680048,05 OB-IMN GABA
230273101550040763335049111056457993220,31 OPC-Oligo
234778807597138289436080050619709362769,05 OB-IMN GABA
236557471907982122918135383533363669984,05 OB-IMN GABA
240200551838365278007327208201358003449,05 OB-IMN GABA
249228419085194990301385629668705721397,05 OB-IMN GABA
251376234252623253624059345180307366463,05 OB-IMN GABA
251763959217726238966673330770868957568,05 OB-IMN GABA
256187510488471742753021687215186100642,05 OB-IMN GABA
257965660470039046437716261166675104538,05 OB-IMN GABA
257995210318401154422996104613801060227,30 Astro-Epen
25859367580771291656530165445671856662,05 OB-IMN GABA
258979630060235755696790068197772104690,31 OPC-Oligo
259785031339216130353497534825564691953,05 OB-IMN GABA
261841364284298204676982247040314310893,05 OB-IMN GABA
262254571959450459198202889447668253081,05 OB-IMN GABA
263162839316718613672066712182485588135,05 OB-IMN GABA
271877829793203967902019163020751386308,05 OB-IMN GABA
272337589762120831996594098142188629072,05 OB-IMN GABA
280900657002436454941650405874218928066,05 OB-IMN GABA
284013564530047197852986967469063608467,05 OB-IMN GABA
288459918544519685600572816524024802220,31 OPC-Oligo
292483528422834687742276680377603839055,31 OPC-Oligo
296294834285905662578366857098451747444,05 OB-IMN GABA
299788705599324181672203596908753399696,05 OB-IMN GABA
301841543696157782832040360120535227552,05 OB-IMN GABA
304091745484477237289685338403117830567,05 OB-IMN GABA
307793757743612098084151852016216989329,05 OB-IMN GABA
307997909495309751958623809203518517380,05 OB-IMN GABA
31790800133623148658496160503905362992,05 OB-IMN GABA
322265853384441230231725603058455407371,05 OB-IMN GABA
322371545941280949123954962536573300110,05 OB-IMN GABA
323105279382918059695303355180196437544,05 OB-IMN GABA
328747992593103157550672687941598587914,05 OB-IMN GABA
329101667075546660082155149635971721995,31 OPC-Oligo
333962778549938516112343789827732418724,05 OB-IMN GABA
338916776008741746055303000590189336683,05 OB-IMN GABA
35564856654390421764765847907524126576,05 OB-IMN GABA
36982677284790912364503035463328056920,05 OB-IMN GABA
37543416462514618862372976731327493075,05 OB-IMN GABA
43006840169161669006276785531016232680,05 OB-IMN GABA
46469473236966237666353708573661028664,05 OB-IMN GABA
4816837816626034791863733721074069471,05 OB-IMN GABA
48585039703774434912563163247280707385,05 OB-IMN GABA
52171724370558442325648288768032437567,05 OB-IMN GABA
54167068420600745779267372152361774132,05 OB-IMN GABA
59659178711350288550536284315549565847,30 Astro-Epen
63168209796792840394131760070344346738,05 OB-IMN GABA
6466124734507604216797916123989281494,05 OB-IMN GABA
83171898666499374586824578901174189586,05 OB-IMN GABA
87286036227339297726254590139731375642,05 OB-IMN GABA
88084329362624380574829463011228198798,05 OB-IMN GABA
88398537200085416947318450255524531019,05 OB-IMN GABA
91477126733805639678539443124156498,05 OB-IMN GABA
99203291075190374074749230978486197095,30 Astro-Epen
9969638624837357893903025050655749009,05 OB-IMN GABA
